CustomerID,TotalSpending,TotalOrders,TotalItems,Cluster
12546.0,1161.5,69,633,0
12547.0,207.79999999999998,8,134,0
12548.0,95.19999999999999,5,49,0
12550.0,964.83,57,569,0
12551.0,168.0,10,100,0
12552.0,437.82,20,88,0
12553.0,3692.28,191,1965,0
12556.0,603.71,121,358,0
12557.0,11990.960000000001,33,4384,0
12558.0,269.96,11,196,0
12559.0,561.71,21,283,0
12560.0,2134.01,105,1110,0
12561.0,238.85,16,177,0
12562.0,3781.7400000000002,168,1779,0
12564.0,456.9,21,133,0
12565.0,145.92,9,80,0
12566.0,351.65,19,265,0
12567.0,9401.28,446,4305,3
12569.0,4124.69,188,1801,0
12571.0,519.61,34,523,0
12572.0,1020.42,60,452,0
12573.0,160.54000000000002,28,84,0
12574.0,218.45,11,61,0
12576.0,1315.83,88,967,0
12577.0,657.8,147,472,0
12578.0,2794.51,114,1196,0
12579.0,440.42,29,285,0
12580.0,415.7,24,238,0
12581.0,197.71,15,161,0
12582.0,511.36,22,300,0
12583.0,7281.38,247,5060,3
12584.0,2338.15,96,416,0
12585.0,2040.1,87,1279,0
12586.0,196.94000000000003,11,79,0
12587.0,144.0,4,51,0
12588.0,214.89999999999998,10,53,0
12589.0,646.68,35,306,0
12590.0,9864.26,68,4283,0
12591.0,452.84999999999997,26,228,0
12592.0,437.6,18,290,0
12593.0,418.09999999999997,21,206,0
12594.0,3338.2200000000003,118,1777,0
12596.0,618.27,27,474,0
12597.0,3811.22,206,2236,0
12598.0,3023.08,132,1964,0
12599.0,1032.58,62,956,0
12600.0,2599.04,64,774,0
12601.0,577.0600000000001,28,245,0
12602.0,153.12,12,162,0
12603.0,739.1999999999999,2,63,0
12604.0,254.18,16,201,0
12607.0,1579.51,101,1228,0
12609.0,1126.85,60,648,0
12610.0,2099.54,106,1049,0
12611.0,1193.32,65,846,0
12612.0,704.0400000000001,19,262,0
12613.0,3344.38,153,1644,0
12614.0,315.6,20,76,0
12615.0,2291.19,105,1376,0
12616.0,713.3,32,284,0
12617.0,355.53,42,213,0
12618.0,177.31,11,96,0
12619.0,3641.24,90,3378,0
12620.0,1339.41,92,1181,0
12621.0,13689.67,467,7440,3
12622.0,180.1,11,69,0
12623.0,305.1,18,191,0
12624.0,641.13,38,355,0
12625.0,2683.82,86,1612,0
12626.0,6620.48,294,3453,3
12627.0,4478.53,230,2752,0
12628.0,786.46,41,448,0
12630.0,1270.88,64,548,0
12631.0,640.5,31,236,0
12633.0,2163.98,101,1162,0
12635.0,1689.18,101,1172,0
12637.0,6021.9,390,3002,3
12638.0,671.69,39,577,0
12639.0,486.1,22,201,0
12640.0,1174.58,53,311,0
12641.0,185.9,10,72,0
12642.0,1013.26,47,552,0
12643.0,3344.64,24,1808,0
12644.0,477.91,31,325,0
12645.0,1775.18,73,1084,0
12646.0,1346.97,45,897,0
12647.0,3722.82,121,1431,0
12648.0,318.05,21,160,0
12649.0,623.51,31,586,0
12650.0,314.44,20,254,0
12651.0,114.0,9,78,0
12652.0,919.98,48,505,0
12653.0,2209.85,43,919,0
12654.0,601.98,38,264,0
12656.0,4051.17,126,1723,0
12657.0,1643.18,47,1044,0
12658.0,686.05,36,320,0
12659.0,91.68,5,105,0
12660.0,245.1,13,127,0
12662.0,3849.78,230,2058,0
12664.0,4881.88,37,1203,0
12665.0,63.0,3,37,0
12667.0,620.13,33,395,0
12668.0,3807.15,161,1634,0
12669.0,2744.0299999999997,101,1115,0
12670.0,2996.05,92,1397,0
12672.0,225.89999999999998,10,78,0
12673.0,610.52,42,351,0
12674.0,1970.6,83,1133,0
12676.0,1331.39,45,670,0
12678.0,17628.46,165,10923,3
12679.0,1113.02,48,554,0
12680.0,862.81,52,443,0
12681.0,13787.54,638,7536,3
12682.0,12288.22,525,5575,3
12683.0,8476.57,344,4987,3
12684.0,2283.63,105,1985,0
12685.0,2863.08,157,1523,0
12686.0,89.14,7,107,0
12688.0,4873.8099999999995,171,3028,0
12689.0,1247.61,72,628,0
12690.0,389.01,16,106,0
12691.0,1035.8,32,394,0
12693.0,855.91,39,255,0
12694.0,869.67,37,509,0
12695.0,582.1,27,220,0
12697.0,957.59,41,508,0
12700.0,4939.99,268,2967,3
12701.0,797.71,53,678,0
12702.0,219.0,12,53,0
12703.0,283.55,21,164,0
12704.0,2340.84,88,1006,0
12705.0,6868.29,334,3997,3
12707.0,603.42,33,256,0
12708.0,2712.91,157,1307,0
12709.0,9736.52,208,3936,3
12710.0,1149.02,77,851,0
12712.0,4396.13,133,1062,0
12713.0,848.55,38,508,0
12714.0,4708.86,259,3069,3
12715.0,353.86,21,197,0
12716.0,1053.49,69,708,0
12717.0,1030.98,55,506,0
12718.0,238.25,19,203,0
12719.0,644.95,39,374,0
12720.0,5781.73,354,4672,3
12721.0,2656.13,161,1959,0
12722.0,997.63,53,566,0
12723.0,725.07,69,434,0
12724.0,1031.41,53,445,0
12725.0,427.8,24,164,0
12726.0,2609.1,124,3143,0
12727.0,3980.7,139,2098,0
12728.0,836.33,46,419,0
12729.0,453.01,26,233,0
12731.0,18895.91,274,8437,3
12732.0,236.26000000000002,12,111,0
12733.0,383.95,22,137,0
12734.0,110.39999999999999,4,88,0
12735.0,779.5699999999999,43,368,0
12736.0,234.0,4,173,0
12738.0,155.35,11,148,0
12739.0,1013.04,38,486,0
12740.0,427.6,27,342,0
12743.0,546.43,134,319,0
12744.0,21279.29,222,5241,3
12747.0,4196.01,103,1275,0
12748.0,33719.73,4595,25747,2
12749.0,4090.88,199,1471,0
12750.0,275.88,15,137,0
12752.0,4366.78,53,2262,0
12753.0,21429.39,197,11421,3
12754.0,3010.74,63,6481,0
12755.0,3811.95,4,1491,0
12756.0,112.07999999999998,4,144,0
12757.0,7857.1,371,2402,3
12758.0,2791.59,97,2135,0
12759.0,1531.44,95,902,0
12762.0,1898.52,69,1227,0
12763.0,494.08,18,316,0
12764.0,1693.88,45,386,0
12766.0,6989.63,310,3646,3
12769.0,1143.6,32,356,0
12770.0,1351.45,12,743,0
12772.0,892.47,55,556,0
12775.0,1386.04,66,877,0
12778.0,822.23,50,825,0
12779.0,3981.36,149,2024,0
12781.0,826.74,25,671,0
12782.0,2330.92,103,1086,0
12783.0,2225.91,84,624,0
12784.0,574.42,59,300,0
12785.0,311.95,14,131,0
12787.0,463.66,20,261,0
12789.0,91.85,4,4,0
12790.0,324.92,21,166,0
12791.0,192.60000000000002,2,97,0
12792.0,400.53999999999996,25,217,0
12793.0,545.48,24,295,0
12794.0,860.41,45,592,0
12795.0,430.48,14,68,0
12797.0,254.03,13,118,0
12798.0,6977.04,8,5256,0
12802.0,427.58,25,314,0
12808.0,483.65000000000003,28,188,0
12809.0,489.31,25,220,0
12811.0,514.85,31,230,0
12812.0,229.64000000000001,15,164,0
12814.0,125.92,2,49,0
12815.0,1063.46,47,379,0
12816.0,572.2,29,128,0
12817.0,166.04,4,53,0
12818.0,1542.08,14,929,0
12820.0,942.34,59,722,0
12821.0,92.72,6,70,0
12822.0,948.88,46,550,0
12823.0,1759.5,5,230,0
12824.0,397.12,25,232,0
12826.0,1474.72,91,1058,0
12827.0,430.15000000000003,25,197,0
12828.0,1018.71,56,494,0
12829.0,293.0,11,376,0
12830.0,6814.64,38,9848,3
12831.0,215.05,9,135,0
12832.0,383.03,27,195,0
12833.0,417.38,24,156,0
12834.0,312.38,18,110,0
12836.0,2612.86,175,1064,0
12837.0,134.1,12,24,0
12838.0,683.13,123,359,0
12839.0,5591.42,314,3807,3
12840.0,2726.77,113,1511,0
12841.0,4022.35,420,2757,3
12842.0,1118.99,34,547,0
12843.0,1702.26,103,781,0
12844.0,325.96000000000004,52,125,0
12845.0,354.09,27,204,0
12847.0,871.54,91,909,0
12849.0,1050.8899999999999,51,623,0
12851.0,135.18,50,109,0
12852.0,311.55,17,149,0
12853.0,1957.1000000000001,78,800,0
12854.0,1324.5,110,627,0
12855.0,38.1,3,30,0
12856.0,2179.93,314,1079,0
12857.0,1106.4,46,343,0
12863.0,521.2,5,188,0
12864.0,147.12,3,216,0
12865.0,1568.23,95,925,0
12866.0,559.12,26,171,0
12867.0,4036.82,538,4298,3
12868.0,1607.0600000000002,107,928,0
12871.0,380.64,11,200,0
12872.0,599.97,66,319,0
12873.0,374.0,4,128,0
12875.0,343.2300000000001,2,2019,0
12876.0,2218.02,85,1941,0
12877.0,1535.77,154,1178,0
12878.0,854.99,47,547,0
12879.0,573.22,10,370,0
12881.0,298.0,7,21,0
12882.0,1463.04,13,246,0
12883.0,703.47,42,196,0
12884.0,309.05,7,43,0
12885.0,1175.22,71,655,0
12886.0,1378.4,82,770,0
12888.0,354.12,5,76,0
12890.0,380.46999999999997,82,259,0
12891.0,331.0,3,950,0
12893.0,188.14,34,96,0
12895.0,372.8,22,210,0
12897.0,216.5,4,110,0
12901.0,17654.54,116,23075,3
12902.0,138.68,10,66,0
12904.0,509.58,72,302,0
12906.0,2919.81,63,1749,0
12908.0,750.0,2,1200,0
12909.0,2178.67,91,1280,0
12910.0,3075.04,75,1692,0
12912.0,1662.3,24,670,0
12913.0,2483.63,50,1419,0
12915.0,363.65,22,93,0
12916.0,3006.15,107,1119,0
12917.0,594.0,2,120,0
12919.0,1335.19,50,673,0
12920.0,164.23,28,129,0
12921.0,16587.09,720,9526,3
12922.0,405.38,28,370,0
12923.0,176.97,29,69,0
12924.0,933.7,30,481,0
12925.0,694.05,45,541,0
12928.0,2062.7000000000003,84,1472,0
12929.0,117.85,8,37,0
12930.0,415.8,25,252,0
12931.0,42055.96,82,28004,3
12933.0,607.53,106,499,0
12935.0,2160.7,129,1853,0
12936.0,1063.9,62,559,0
12937.0,1504.27,120,1007,0
12938.0,114.14,9,140,0
12939.0,11581.8,47,4876,0
12940.0,913.54,99,411,0
12942.0,683.9,75,203,0
12944.0,604.51,30,289,0
12945.0,462.95,23,165,0
12947.0,1603.99,97,1165,0
12948.0,2064.95,116,1080,0
12949.0,4167.22,215,2381,0
12950.0,1843.0,23,1380,0
12951.0,1064.07,63,503,0
12952.0,1387.79,79,653,0
12953.0,329.85,17,84,0
12955.0,4757.16,180,3664,0
12956.0,108.07,19,34,0
12957.0,4017.54,238,2549,0
12962.0,266.39,16,129,0
12963.0,1856.63,95,881,0
12965.0,771.91,109,283,0
12966.0,160.18,10,75,0
12967.0,1660.9,19,438,0
12968.0,135.95,5,73,0
12970.0,452.24,151,310,0
12971.0,11189.91,305,9289,3
12974.0,144.8,8,24,0
12976.0,738.6,22,561,0
12977.0,39.239999999999995,9,12,0
12980.0,7374.900000000001,20,886,0
12981.0,372.21999999999997,20,242,0
12982.0,390.54,28,288,0
12984.0,97.5,4,26,0
12985.0,1239.38,76,1533,0
12987.0,558.7,28,219,0
12988.0,535.32,92,136,0
12989.0,6924.110000000001,64,2943,0
12990.0,409.5,13,200,0
12991.0,503.76,31,405,0
12993.0,414.76,27,240,0
12994.0,974.4200000000001,61,459,0
12995.0,211.32,3,108,0
12997.0,1226.89,59,664,0
12999.0,455.88,28,342,0
13000.0,534.85,31,379,0
13001.0,9818.82,339,5505,3
13002.0,120.94999999999999,7,73,0
13003.0,149.05,6,103,0
13004.0,5655.91,404,4822,3
13005.0,513.7,26,172,0
13006.0,81.57,4,55,0
13008.0,229.46999999999997,14,175,0
13011.0,50.550000000000004,3,13,0
13012.0,1661.8400000000001,89,824,0
13013.0,4810.9400000000005,219,2224,0
13014.0,3466.2799999999997,109,905,0
13015.0,3346.28,176,1617,0
13016.0,789.89,47,527,0
13017.0,204.0,1,48,0
13018.0,7277.7,458,5435,3
13021.0,2616.38,131,1352,0
13023.0,689.9,40,286,0
13026.0,975.36,40,1620,0
13027.0,6912.0,26,17280,3
13028.0,661.3199999999999,45,798,0
13029.0,1247.5,10,134,0
13030.0,799.48,99,394,0
13032.0,1010.18,71,375,0
13033.0,190.55,11,83,0
13034.0,642.77,37,369,0
13035.0,921.88,27,644,0
13037.0,881.07,48,431,0
13038.0,908.46,28,360,0
13040.0,676.99,43,355,0
13043.0,516.42,13,254,0
13044.0,560.47,33,429,0
13045.0,305.28000000000003,18,221,0
13046.0,629.31,35,264,0
13047.0,3237.54,172,1391,0
13048.0,1835.91,136,1238,0
13049.0,656.6800000000001,14,268,0
13050.0,5836.86,403,3748,3
13052.0,348.15000000000003,18,222,0
13055.0,1214.41,76,894,0
13058.0,271.40000000000003,8,52,0
13059.0,183.4,8,35,0
13060.0,307.53,15,123,0
13061.0,248.61,10,107,0
13062.0,346.98,11,343,0
13064.0,1119.49,69,516,0
13065.0,205.86,14,74,0
13066.0,470.8,48,322,0
13067.0,115.46000000000001,15,32,0
13068.0,344.0,2,200,0
13069.0,4436.12,425,5885,3
13070.0,228.8,9,110,0
13072.0,177.15,7,69,0
13075.0,919.61,22,485,0
13077.0,729.27,112,863,0
13078.0,12627.94,358,5630,3
13079.0,220.10000000000002,6,62,0
13080.0,58.08,6,120,0
13081.0,28337.38,1024,19068,3
13082.0,3613.63,73,4324,0
13083.0,303.75,18,187,0
13085.0,416.08000000000004,22,216,0
13089.0,58825.83,1818,31070,2
13090.0,8910.82,155,2263,0
13091.0,345.82,21,466,0
13092.0,477.83,25,279,0
13093.0,7832.47,159,3961,0
13094.0,1927.3200000000002,24,1716,0
13095.0,74.39999999999999,6,144,0
13097.0,6010.42,423,2363,3
13098.0,28882.44,572,15968,3
13099.0,207.35999999999999,1,288,0
13101.0,101.19,8,113,0
13102.0,6424.09,304,4204,3
13103.0,243.94,8,82,0
13104.0,1098.48,20,504,0
13106.0,76.5,1,18,0
13107.0,1531.6200000000001,58,1293,0
13108.0,350.06,10,298,0
13109.0,786.54,47,520,0
13110.0,1488.67,145,388,0
13113.0,12245.960000000001,200,3045,3
13115.0,2294.78,120,1567,0
13116.0,501.14,30,291,0
13117.0,984.91,76,945,0
13118.0,1197.81,79,410,0
13120.0,30.599999999999998,1,12,0
13121.0,283.73,50,252,0
13122.0,922.39,55,585,0
13124.0,3866.33,235,2147,0
13126.0,2099.64,140,2143,0
13127.0,259.17,15,127,0
13130.0,64.0,2,32,0
13131.0,1073.3,44,447,0
13132.0,77.3,3,20,0
13133.0,109.8,7,32,0
13134.0,1793.58,98,1059,0
13135.0,3096.0,1,4300,0
13136.0,2607.61,127,1328,0
13137.0,3650.41,704,2226,3
13138.0,962.39,63,473,0
13139.0,5064.94,170,2425,0
13140.0,423.72,46,186,0
13141.0,2388.75,135,1548,0
13142.0,307.09,23,258,0
13144.0,110.95,3,21,0
13145.0,618.52,6,145,0
13146.0,228.91,17,154,0
13147.0,712.8000000000001,4,144,0
13148.0,3707.12,319,1975,3
13149.0,1676.06,86,1280,0
13151.0,1257.8700000000001,74,363,0
13153.0,486.22,15,418,0
13155.0,971.76,85,497,0
13157.0,1741.22,87,1439,0
13158.0,1201.06,79,784,0
13159.0,1437.85,121,1059,0
13160.0,91.8,4,56,0
13161.0,112.75,8,29,0
13162.0,1688.29,79,1713,0
13165.0,1021.48,42,1376,0
13166.0,417.2,41,216,0
13167.0,791.33,65,785,0
13168.0,1319.19,131,682,0
13169.0,712.88,13,272,0
13170.0,116.00999999999999,32,147,0
13171.0,468.41,46,229,0
13173.0,353.65,43,277,0
13174.0,2817.03,314,1395,3
13176.0,492.84,72,453,0
13177.0,282.45,17,91,0
13178.0,5725.47,265,3570,3
13182.0,121.18,11,201,0
13183.0,3957.78,94,2208,0
13184.0,1701.29,181,1692,0
13185.0,71.4,1,12,0
13186.0,1575.89,79,820,0
13187.0,236.02,37,95,0
13188.0,114.60000000000001,2,25,0
13189.0,260.68,29,842,0
13192.0,911.94,63,595,0
13193.0,117.88,29,50,0
13194.0,60.7,3,26,0
13196.0,1797.78,110,1224,0
13198.0,3401.2400000000002,226,2648,0
13199.0,9817.12,119,6176,3
13200.0,870.09,46,516,0
13203.0,869.46,57,800,0
13207.0,250.26000000000002,8,130,0
13208.0,1223.9,149,804,0
13209.0,5891.61,321,4253,3
13210.0,353.48,22,316,0
13211.0,1197.42,56,874,0
13212.0,788.08,142,310,0
13213.0,1520.58,90,1360,0
13216.0,333.74,5,297,0
13217.0,533.98,4,262,0
13218.0,62.63999999999999,5,88,0
13220.0,819.2900000000001,21,196,0
13221.0,847.41,66,244,0
13223.0,163.20000000000002,5,88,0
13224.0,2155.95,108,1518,0
13225.0,6463.84,32,3416,0
13226.0,108.21000000000001,16,80,0
13227.0,257.7,9,99,0
13228.0,358.0,2,200,0
13229.0,160.95,10,63,0
13230.0,2806.97,611,1665,3
13232.0,1357.6,207,778,0
13233.0,605.12,43,1004,0
13235.0,1031.07,58,441,0
13236.0,744.85,36,416,0
13238.0,700.73,31,298,0
13239.0,329.56,21,327,0
13240.0,663.65,67,298,0
13242.0,270.40000000000003,13,130,0
13243.0,600.07,58,233,0
13244.0,121.74000000000001,27,38,0
13245.0,430.5,16,125,0
13246.0,1987.3,141,1602,0
13247.0,501.12,25,328,0
13248.0,465.68,26,305,0
13249.0,711.41,23,546,0
13253.0,1030.4,36,1572,0
13255.0,399.51,13,177,0
13258.0,698.58,38,287,0
13259.0,292.32,87,132,0
13260.0,557.62,8,142,0
13261.0,944.1,9,210,0
13262.0,200.29,11,125,0
13263.0,7454.07,1677,4780,3
13265.0,2107.66,91,1752,0
13266.0,3834.2599999999998,187,4428,0
13267.0,4521.49,211,1969,0
13268.0,3214.69,440,3658,3
13269.0,5346.2300000000005,316,3514,3
13270.0,590.0,1,200,0
13271.0,217.38,96,253,0
13272.0,276.56,15,96,0
13273.0,138.98,16,153,0
13276.0,590.9300000000001,30,161,0
13277.0,258.4,8,176,0
13278.0,542.73,46,537,0
13279.0,137.75,9,73,0
13280.0,814.86,85,522,0
13282.0,1132.14,37,307,0
13283.0,93.66,7,90,0
13284.0,201.19,13,91,0
13285.0,2709.12,187,2051,0
13291.0,361.11,42,233,0
13292.0,578.9399999999999,31,347,0
13294.0,873.74,54,453,0
13295.0,201.20000000000002,10,82,0
13296.0,87.4,5,78,0
13297.0,2089.85,59,963,0
13298.0,360.0,2,96,0
13299.0,142.5,5,30,0
13300.0,371.89,20,203,0
13301.0,618.09,81,345,0
13302.0,63.75,1,5,0
13304.0,300.42,21,238,0
13305.0,2000.86,81,1232,0
13307.0,15.0,1,4,0
13308.0,1385.51,54,843,0
13309.0,1456.79,107,1544,0
13310.0,1132.03,72,587,0
13311.0,598.57,26,305,0
13313.0,1555.32,78,851,0
13314.0,775.94,62,560,0
13316.0,5977.7300000000005,87,6948,0
13317.0,2273.68,124,1035,0
13318.0,640.76,20,304,0
13319.0,10845.550000000001,476,4724,3
13320.0,1548.7,106,1096,0
13321.0,567.36,11,372,0
13322.0,199.48000000000002,25,117,0
13323.0,787.85,21,175,0
13324.0,7121.95,75,5205,0
13325.0,675.3,12,240,0
13327.0,3627.77,108,1600,0
13328.0,1308.48,17,680,0
13329.0,789.0,17,463,0
13330.0,1140.93,53,751,0
13332.0,350.9,21,179,0
13334.0,3536.82,268,1774,0
13336.0,795.12,51,559,0
13338.0,487.02,19,256,0
13339.0,860.12,54,326,0
13340.0,10736.48,134,5770,3
13341.0,775.85,42,301,0
13343.0,353.43,19,135,0
13344.0,2543.72,119,971,0
13345.0,389.5,20,141,0
13347.0,341.36,8,205,0
13348.0,233.76,14,136,0
13349.0,247.32,16,225,0
13350.0,979.12,40,287,0
13351.0,373.94,16,117,0
13352.0,397.97999999999996,24,321,0
13354.0,743.53,51,604,0
13355.0,674.7,32,314,0
13356.0,768.24,42,325,0
13357.0,609.95,90,322,0
13358.0,439.03,29,285,0
13359.0,439.56,23,161,0
13362.0,3090.7400000000002,166,1382,0
13363.0,992.5,60,710,0
13364.0,134.95999999999998,10,71,0
13365.0,2225.37,128,1247,0
13366.0,56.160000000000004,1,144,0
13368.0,623.4,29,327,0
13369.0,308.28000000000003,14,149,0
13370.0,754.87,39,343,0
13372.0,378.64,23,159,0
13373.0,3312.25,158,1651,0
13375.0,778.65,37,442,0
13376.0,1019.76,53,493,0
13379.0,572.56,97,601,0
13381.0,3639.31,172,2029,0
13382.0,222.99,15,131,0
13384.0,4151.93,152,2422,0
13385.0,534.57,35,281,0
13388.0,677.1,35,282,0
13389.0,797.96,51,429,0
13390.0,544.08,13,224,0
13391.0,59.8,1,4,0
13394.0,2520.02,155,2392,0
13395.0,307.72,21,336,0
13396.0,1360.99,43,600,0
13397.0,1544.13,38,430,0
13398.0,457.34,26,281,0
13402.0,621.23,39,479,0
13403.0,75.0,3,44,0
13404.0,252.49,11,111,0
13405.0,572.451,27,165,0
13408.0,28117.04,478,16232,3
13410.0,1003.06,28,518,0
13411.0,213.55,18,72,0
13414.0,1390.5,24,1574,0
13416.0,712.5,19,142,0
13417.0,640.83,28,162,0
13418.0,6127.43,304,3918,3
13419.0,221.06,16,275,0
13420.0,159.85,8,101,0
13421.0,1851.08,104,1181,0
13422.0,2626.3,127,1326,0
13425.0,1624.21,78,1123,0
13426.0,3641.32,157,2245,0
13427.0,582.6,29,545,0
13428.0,218.47,74,156,0
13429.0,1006.8,67,1390,0
13430.0,679.45,49,751,0
13431.0,1269.1,46,672,0
13434.0,534.24,10,300,0
13435.0,3809.8900000000003,101,2129,0
13436.0,196.89,12,76,0
13437.0,3408.06,167,1283,0
13439.0,283.71,54,242,0
13441.0,296.64,13,204,0
13447.0,1129.14,59,584,0
13448.0,3539.37,195,1660,0
13449.0,291.88,19,222,0
13450.0,2043.7199999999998,71,1982,0
13451.0,2976.15,443,2149,3
13452.0,590.0,2,2,0
13453.0,356.97999999999996,17,134,0
13455.0,1058.34,46,354,0
13456.0,1766.72,63,765,0
13458.0,9646.57,382,5508,3
13460.0,183.44,17,286,0
13461.0,1445.0,27,1170,0
13462.0,151.5,9,62,0
13464.0,674.68,41,403,0
13466.0,307.9,17,259,0
13467.0,1083.71,99,584,0
13468.0,5704.97,302,2589,3
13470.0,165.0,10,100,0
13471.0,2531.58,260,1590,0
13473.0,422.64,21,266,0
13474.0,229.59,64,132,0
13475.0,1431.78,86,1012,0
13476.0,1238.47,58,417,0
13477.0,1454.58,79,1021,0
13479.0,300.95,15,134,0
13481.0,1804.56,109,1142,0
13482.0,184.64,11,116,0
13483.0,140.34,10,160,0
13484.0,313.8,8,44,0
13485.0,454.24,23,277,0
13486.0,1122.41,69,669,0
13487.0,575.4,34,265,0
13488.0,8968.31,422,4518,3
13489.0,449.52,14,560,0
13491.0,1215.82,86,903,0
13492.0,1269.84,50,408,0
13493.0,618.63,8,380,0
13494.0,316.26000000000005,18,162,0
13495.0,2044.8700000000001,48,829,0
